,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:41.252
77,2,Valtteri Bottas,Mercedes,1:41.763
33,3,Max Verstappen,Red Bull Racing Honda,1:41.778
3,4,Daniel Ricciardo,Renault,1:42.061
23,5,Alexander Albon,Red Bull Racing Honda,1:42.264
31,6,Esteban Ocon,Renault,1:42.396
55,7,Carlos Sainz,McLaren Renault,1:42.438
11,8,Sergio Perez,Racing Point BWT Mercedes,1:42.532
18,9,Lance Stroll,Racing Point BWT Mercedes,1:42.603
4,10,Lando Norris,McLaren Renault,1:42.657
26,11,Daniil Kvyat,AlphaTauri Honda,1:42.730
10,12,Pierre Gasly,AlphaTauri Honda,1:42.745
16,13,Charles Leclerc,Ferrari,1:42.996
5,14,Sebastian Vettel,Ferrari,1:43.261
63,15,George Russell,Williams Mercedes,1:43.468
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:43.743
8,17,Romain Grosjean,Haas Ferrari,1:43.838
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:43.950
6,19,Nicholas Latifi,Williams Mercedes,1:44.138
20,20,Kevin Magnussen,Haas Ferrari,1:44.314
