,Position,Driver,Car,Time
4,1,Alberto Ascari,Ferrari,4:37.000
2,2,Nino Farina,Ferrari,4:40.000
6,3,Piero  Taruffi,Ferrari,4:46.000
14,4,Robert  Manzon,Gordini,4:52.000
16,5,Jean Behra,Gordini,4:56.000
8,6,Mike Hawthorn,Cooper Bristol,4:58.000
36,7,Ken  Wharton,Cooper Bristol,5:01.000
28,8,Paul Frere,HWM Alta,5:05.000
10,9,Alan Brown,Cooper Bristol,5:07.000
32,10,Stirling Moss,ERA Bristol,5:08.000
26,11,Peter Collins,HWM Alta,5:10.000
12,12,Eric  Brandon,Cooper Bristol,5:12.000
34,13,Charles de Tornaco,Ferrari,5:13.000
24,14,Lance Macklin,HWM Alta,5:15.000
40,15,Robin  Montgomerie-Charrington ,Aston Butterworth,5:17.000
42,16,Tony Gaze,HWM Alta,5:20.000
22,17,Louis  Rosier,Ferrari,5:23.000
20,18,Prince Bira,Gordini,5:29.000
18,19,Johnny Claes,Simca-Gordini,5:33.000
30,20,Roger Laurent,HWM Alta,5:35.000
38,21,Arthur Legat,Veritas,5:37.000
44,22,Robert O'Brien,Simca-Gordini,6:00.000
