,Position,Driver,Car,Time
3,1,Jenson Button,BAR Honda,1:15.217
1,2,Michael Schumacher,Ferrari,1:15.475
5,3,Fernando Alonso,Renault,1:15.561
6,4,Giancarlo Fisichella,Renault,1:15.577
10,5,Juan Pablo Montoya,McLaren Mercedes,1:15.669
4,6,Takuma Sato,BAR Honda,1:15.729
9,7,Kimi Räikkönen,McLaren Mercedes,1:15.923
11,8,Jacques Villeneuve,Sauber Petronas,1:16.116
16,9,Jarno Trulli,Toyota,1:16.201
17,10,Ralf Schumacher,Toyota,1:16.362
12,11,Felipe Massa,Sauber Petronas,1:16.661
14,12,David Coulthard,RBR Cosworth,1:16.890
8,13,Nick Heidfeld,Williams BMW,1:17.081
7,14,Mark Webber,Williams BMW,1:17.749
21,15,Christijan Albers,Minardi Cosworth,1:18.214
15,16,Christian Klien,RBR Cosworth,1:18.249
19,17,Narain Karthikeyan,Jordan Toyota,1:18.664
18,18,Tiago Monteiro,Jordan Toyota,1:19.034
20,19,Patrick Friesacher ,Minardi Cosworth,1:19.574
2,20,Rubens Barrichello,Ferrari,
