,Position,Driver,Car,Time
1,1,James Hunt,McLaren Ford,1:40.863
8,2,Hans-Joachim Stuck,Brabham Alfa Romeo,1:41.138
7,3,John Watson,Brabham Alfa Romeo,1:41.193
5,4,Mario Andretti,Lotus Ford,1:41.481
3,5,Ronnie Peterson,Tyrrell Ford,1:41.908
12,6,Carlos Reutemann,Ferrari,1:41.952
11,7,Niki Lauda,Ferrari,1:42.089
4,8,Patrick Depailler,Tyrrell Ford,1:42.238
20,9,Jody Scheckter,Wolf Ford,1:42.315
26,10,Jacques Laffite,Ligier Matra,1:42.640
19,11,Vittorio Brambilla,Surtees Ford,1:42.786
6,12,Gunnar Nilsson,Lotus Ford,1:42.815
17,13,Alan  Jones,Shadow Ford,1:43.019
15,14,Jean-Pierre Jabouille,Renault,1:43.069
2,15,Jochen Mass,McLaren Ford,1:43.242
16,16,Jean-Pierre Jarier,Shadow Ford,1:43.516
30,17,Brett Lunger,McLaren Ford,1:43.698
28,18,Emerson Fittipaldi,Fittipaldi Ford,1:43.938
22,19,Clay Regazzoni,Ensign Ford,1:44.208
24,20,Rupert Keegan,Hesketh Ford,1:44.550
10,21,Ian Scheckter,March Ford,1:44.702
25,22,Ian Ashley,Hesketh Ford,1:45.100
9,23,Alex Ribeiro,March Ford,1:45.473
27,24,Patrick Neve,,1:45.845
18,25,Hans Binder,Surtees Ford,1:45.880
14,26,Danny Ongais,Penske Ford,1:46.070
