,Position,Driver,Car,Time
15,1,Alain Prost,Renault,1:28.808
27,2,Gilles Villeneuve,Ferrari,1:29.173
6,3,Keke Rosberg,Williams Ford,1:29.358
16,4,Rene Arnoux,Renault,1:30.121
8,5,Niki Lauda,McLaren Ford,1:30.152
5,6,Carlos Reutemann,Williams Ford,1:30.183
1,7,Nelson Piquet,Brabham Ford,1:30.281
28,8,Didier Pironi,Ferrari,1:30.655
2,9,Riccardo Patrese,Brabham Ford,1:30.967
22,10,Andrea de Cesaris,Alfa Romeo,1:31.229
11,11,Elio de Angelis,Lotus Ford,1:31.790
7,12,John Watson,McLaren Ford,1:31.906
3,13,Michele Alboreto,Tyrrell Ford,1:31.991
12,14,Nigel Mansell,Lotus Ford,1:32.228
9,15,Manfred Winkelhock,ATS Ford,1:32.524
23,16,Bruno Giacomelli,Alfa Romeo,1:32.769
18,17,Raul Boesel,March Ford,1:34.050
10,18,Eliseo Salazar,ATS Ford,1:34.262
30,19,Mauro Baldi,Arrows Ford,1:34.380
33,20,Derek Daly,Theodore Ford,1:34.413
4,21,Slim Borgudd,Tyrrell Ford,1:35.020
17,22,Jochen Mass,March Ford,1:35.039
31,23,Jean-Pierre Jarier,Osella Ford,1:35.081
26,24,Jacques Laffite,Ligier Matra,1:35.084
20,25,Chico Serra,Fittipaldi Ford,1:35.246
25,26,Eddie  Cheever,Ligier Matra,1:35.288
