,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:36.067
44,2,Lewis Hamilton,Mercedes,1:36.443
77,3,Valtteri Bottas,Williams Mercedes,1:36.906
19,4,Felipe Massa,Williams Mercedes,1:37.205
3,5,Daniel Ricciardo,Red Bull Racing Renault,1:37.244
14,6,Fernando Alonso,Ferrari,1:37.610
20,7,Kevin Magnussen,McLaren Mercedes,1:37.706
7,8,Kimi Räikkönen,Ferrari,1:37.804
99,9,Adrian Sutil,Sauber Ferrari,1:38.810
13,10,Pastor Maldonado,Lotus Renault,1:38.467
11,11,Sergio Perez,Force India Mercedes,1:38.554
22,12,Jenson Button,McLaren Mercedes,1:37.655
27,13,Nico Hulkenberg,Force India Mercedes,1:38.598
25,14,Jean-Eric Vergne,STR Renault,1:39.250
21,15,Esteban Gutierrez ,Sauber Ferrari,1:39.555
8,16,Romain Grosjean,Lotus Renault,1:39.679
26,17,Daniil Kvyat,STR Renault,1:38.699
