,Position,Driver,Car,Time
8,1,Jack Brabham,Brabham Repco,1:27.600
18,2,Lorenzo Bandini,Ferrari,1:28.300
7,3,John Surtees,Honda,1:28.400
9,4,Denny Hulme,Brabham Repco,1:28.800
12,5,Jim Clark,Lotus Climax,1:28.800
10,6,Jackie Stewart,BRM,1:29.000
23,7,Dan Gurney,Eagle Climax,1:29.300
14,8,Graham Hill,Lotus Climax,1:29.900
17,9,Jo Siffert,Cooper Maserati,1:30.000
16,10,Bruce McLaren,McLaren BRM,1:30.000
2,11,Johnny  Servoz-Gavin ,Matra Ford,1:30.400
5,12,Mike Spence,BRM,1:30.600
6,13,Piers   Courage,Lotus BRM,1:30.600
20,14,Chris Amon,Ferrari,1:30.700
4,15,Jochen Rindt,Cooper Maserati,1:30.800
11,16,Pedro Rodriguez,Cooper Maserati,1:32.400
