,Position,Driver,Car,Time
2,1,Juan Manuel Fangio,Lanica Ferrari,4:09.800
30,2,Stirling Moss,Maserati,4:14.700
8,3,Peter Collins,Lanica Ferrari,4:15.300
32,4,Jean Behra,Maserati,4:16.000
4,5,Eugenio Castellotti,Lanica Ferrari,4:16.000
10,6,Harry Schell,Vanwall,4:19.000
12,7,Maurice  Trintignant,Vanwall,4:22.800
6,8,Paul Frere,Lanica Ferrari,4:23.200
34,9,Cesare Perdisa,Maserati,4:35.700
24,10,Louis  Rosier,Maserati,4:35.900
22,11,Luigi  Villoresi,Maserati,4:37.200
28,12,Piero  Scotti ,Connaught Alta,4:41.900
36,13,Paco  Godia,Maserati,4:49.800
26,14,Horace  Gould ,Maserati,4:50.400
20,15,Andre Pilette,Lanica Ferrari,4:51.900
