,Position,Driver,Car,Time
9,1,Graham Hill,Lotus Ford,1:28.200
11,2,Johnny  Servoz-Gavin ,Matra Ford,1:28.800
17,3,Jo Siffert,Cooper Maserati,1:28.800
8,4,John Surtees,Honda,1:29.100
3,5,Jochen Rindt,Brabham Climax,1:29.200
15,6,Richard Attwood,BRM,1:29.600
14,7,Bruce McLaren,McLaren Ford,1:29.600
1,8,Jean-Pierre Beltoise,Matra Ford,1:29.700
4,9,Pedro Rodriguez,BRM,1:30.400
12,10,Denny Hulme,McLaren Ford,1:30.400
16,11,Piers   Courage,BRM,1:30.600
2,12,Jack Brabham,Brabham Climax,1:31.200
10,13,Jackie Oliver,Lotus Ford,1:31.700
7,14,Lucien Bianchi,Cooper BRM,1:31.900
6,15,Ludovico Scarfiotti,Cooper BRM,1:32.900
19,16,Dan Gurney,McLaren Ford,1:32.900
