,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:11.918
2,2,Mark Webber,Red Bull Racing Renault,1:12.099
4,3,Jenson Button,McLaren Mercedes,1:12.283
3,4,Lewis Hamilton,McLaren Mercedes,1:12.480
5,5,Fernando Alonso,Ferrari,1:12.591
8,6,Nico Rosberg,Mercedes,1:13.050
6,7,Felipe Massa,Ferrari,1:13.068
14,8,Adrian Sutil,Force India Mercedes,1:13.298
9,9,Bruno Senna,Renault,1:13.761
7,10,Michael Schumacher,Mercedes,
15,11,Paul di Resta,Force India Mercedes,1:13.584
11,12,Rubens Barrichello,Williams Cosworth,1:13.801
19,13,Jaime Alguersuari,STR Ferrari,1:13.804
18,14,Sebastien Buemi,STR Ferrari,1:13.919
10,15,Vitaly Petrov,Renault,1:14.053
16,16,Kamui Kobayashi,Sauber Ferrari,1:14.129
17,17,Sergio Perez,Sauber Ferrari,1:14.182
12,18,Pastor Maldonado,Williams Cosworth,1:14.625
20,19,Heikki Kovalainen,Lotus Renault,1:15.068
21,20,Jarno Trulli,Lotus Renault,1:15.358
23,21,Vitantonio Liuzzi,HRT Cosworth,1:16.631
22,22,Daniel Ricciardo,HRT Cosworth,1:16.890
25,23,Jerome d'Ambrosio,Virgin Cosworth,1:17.019
24,24,Timo Glock,Virgin Cosworth,1:17.060
