,Position,Driver,Car,Time
5,1,Mario Andretti,Lotus Ford,1:11.385
1,2,James Hunt,McLaren Ford,1:11.942
3,3,Ronnie Peterson,Tyrrell Ford,1:12.752
6,4,Gunnar Nilsson,Lotus Ford,1:12.975
2,5,Jochen Mass,McLaren Ford,1:13.116
4,6,Patrick Depailler,Tyrrell Ford,1:13.207
17,7,Alan  Jones,Shadow Ford,1:13.347
16,8,Riccardo Patrese,Shadow Ford,1:13.435
20,9,Jody Scheckter,Wolf Ford,1:13.497
7,10,John Watson,Brabham Alfa Romeo,1:13.500
26,11,Jacques Laffite,Ligier Matra,1:13.739
12,12,Carlos Reutemann,Ferrari,1:13.890
8,13,Hans-Joachim Stuck,Brabham Alfa Romeo,1:13.953
22,14,Clay Regazzoni,Ensign Ford,1:13.999
19,15,Vittorio Brambilla,Surtees Ford,1:14.229
23,16,Patrick Tambay,Ensign Ford,1:14.464
21,17,Gilles Villeneuve,Ferrari,1:14.465
10,18,Ian Scheckter,March Ford,1:14.855
28,19,Emerson Fittipaldi,Fittipaldi Ford,1:14.857
30,20,Brett Lunger,McLaren Ford,1:14.930
27,21,Patrick Neve,,1:15.510
14,22,Danny Ongais,Penske Ford,1:15.599
9,23,Alex Ribeiro,March Ford,1:15.770
18,24,Hans Binder,Surtees Ford,1:16.568
24,25,Rupert Keegan,Hesketh Ford,1:17.000
