,Position,Driver,Car,Lap,Time
5,1,Damon Hill,Williams Renault,37,1:29.752
1,2,Michael Schumacher,Benetton Renault,28,1:30.271
27,3,Jean Alesi,Ferrari,38,1:30.768
6,4,David Coulthard,Williams Renault,42,1:30.812
14,5,Rubens Barrichello,Jordan Peugeot,38,1:30.841
2,6,Johnny Herbert,Benetton Renault,23,1:31.149
26,7,Olivier Panis,Ligier Mugen Honda,37,1:31.393
28,8,Gerhard Berger,Ferrari,16,1:31.435
7,9,Mark Blundell,McLaren Mercedes,54,1:31.694
25,10,Martin Brundle,Ligier Mugen Honda,9,1:31.881
8,11,Mika Hakkinen,McLaren Mercedes,17,1:31.901
29,12,Jean-Christophe Boullion,Sauber Ford,58,1:32.588
30,13,Heinz-Harald Frentzen,Sauber Ford,27,1:33.012
4,14,Mika Salo,Tyrrell Yamaha,41,1:33.081
3,15,Ukyo Katayama,Tyrrell Yamaha,20,1:33.242
24,16,Luca Badoer,Minardi Ford,31,1:33.631
23,17,Pierluigi Martini,Minardi Ford,53,1:33.774
9,18,Massimiliano Papis,Footwork Hart,21,1:34.633
10,19,Taki Inoue,Footwork Hart,15,1:35.021
16,20,Bertrand Gachot,Pacific Ilmor,8,1:36.313
17,21,Andrea Montermini,Pacific Ilmor,8,1:36.445
22,22,Roberto Moreno,Forti Ford,4,1:37.734
21,23,Pedro Diniz,Forti Ford,4,1:37.859
15,24,Eddie Irvine,Jordan Peugeot,2,1:43.961
