,Position,Driver,Car,Time
5,1,Michael Schumacher,Ferrari,1:18.095
3,2,Jacques Villeneuve,Williams Renault,1:18.108
22,3,Rubens Barrichello,Stewart Ford,1:18.388
4,4,Heinz-Harald Frentzen,Williams Renault,1:18.464
10,5,David Coulthard,McLaren Mercedes,1:18.466
12,6,Giancarlo Fisichella,Jordan Peugeot,1:18.750
11,7,Ralf Schumacher,Jordan Peugeot,1:18.869
7,8,Jean Alesi,Benetton Renault,1:18.899
9,9,Mika Hakkinen,McLaren Mercedes,1:18.916
14,10,Olivier Panis,Prost Mugen Honda,1:19.034
8,11,Alexander Wurz,Benetton Renault,1:19.286
6,12,Eddie Irvine,Ferrari,1:19.503
16,13,Johnny Herbert,Sauber Petronas,1:19.622
18,14,Jos Verstappen,Tyrrell Ford,1:20.102
1,15,Damon Hill,Arrows Yamaha,1:20.129
2,16,Pedro Diniz,Arrows Yamaha,1:20.175
19,17,Mika Salo,Tyrrell Ford,1:20.336
17,18,Gianni Morbidelli,Sauber Petronas,1:20.357
15,19,Shinji Nakano,Prost Mugen Honda,1:20.370
21,20,Jarno Trulli,Minardi Hart,1:20.370
23,21,Jan Magnussen,Stewart Ford,1:20.491
20,22,Ukyo Katayama,Minardi Hart,1:21.034
