,Position,Driver,Car,Time
7,1,Kimi Räikkönen,Ferrari,1:12.178
5,2,Sebastian Vettel,Ferrari,1:12.221
77,3,Valtteri Bottas,Mercedes,1:12.223
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:12.496
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:12.998
55,6,Carlos Sainz,Toro Rosso,1:13.162
11,7,Sergio Perez,Force India Mercedes,1:13.329
8,8,Romain Grosjean,Haas Ferrari,1:13.349
26,9,Daniil Kvyat,Toro Rosso,1:13.516
27,10,Nico Hulkenberg,Renault,1:13.628
20,11,Kevin Magnussen,Haas Ferrari,1:13.959
2,12,Stoffel Vandoorne,McLaren Honda,
44,13,Lewis Hamilton,Mercedes,1:14.106
19,14,Felipe Massa,Williams Mercedes,1:20.529
31,15,Esteban Ocon,Force India Mercedes,1:14.101
30,16,Jolyon Palmer,Renault,1:14.696
18,17,Lance Stroll,Williams Mercedes,1:14.893
94,18,Pascal Wehrlein,Sauber Ferrari,1:15.159
9,19,Marcus Ericsson,Sauber Ferrari,1:15.276
