,Position,Driver,Car,Time
11,1,Jackie Stewart,Tyrrell Ford,1:15.300
14,2,Jo Siffert,BRM,1:15.500
12,3,Francois  Cevert ,Tyrrell Ford,1:15.700
2,4,Emerson Fittipaldi,Lotus Pratt & Whitney,1:16.100
20,5,Chris Amon,Matra,1:16.100
17,6,Ronnie Peterson,March Alfa Romeo,1:16.200
3,7,Reine   Wisell,Lotus Pratt & Whitney,1:16.300
10,8,Mark Donohue,McLaren Ford,1:16.300
16,9,Howden  Ganley ,BRM,1:16.300
9,10,Denny Hulme,McLaren Ford,1:16.400
21,11,Jean-Pierre Beltoise,Matra,1:16.500
4,12,Jacky Ickx,Ferrari,1:16.500
6,13,Mario Andretti,Ferrari,1:16.900
22,14,John Surtees,Surtees Ford,1:17.100
37,15,Graham Hill,Brabham Ford,1:17.200
15,16,Peter  Gethin ,BRM,1:17.200
8,17,Tim   Schenken,Brabham Ford,1:17.400
5,18,Clay Regazzoni,Ferrari,1:17.500
31,19,Helmut  Marko ,BRM,1:17.800
18,20,Nanni  Galli ,March Alfa Romeo,1:18.200
28,21,George Eaton,BRM,1:18.400
19,22,Mike  Beuttler ,March Alfa Romeo,1:18.500
24,23,Rolf Stommelen,Surtees Ford,1:18.800
33,24,Skip  Barber ,March Ford,1:19.800
35,25,Pete  Lovely ,Lotus Ford,1:21.100
