,Position,Driver,Car,Time
29,1,Riccardo Patrese,Arrows Ford,1:19.399
1,2,Alan  Jones,Williams Ford,1:19.400
2,3,Carlos Reutemann,Williams Ford,1:20.140
5,4,Nelson Piquet,Brabham Ford,1:20.280
27,5,Gilles Villeneuve,Ferrari,1:20.460
22,6,Mario Andretti,Alfa Romeo,1:20.470
12,7,Nigel Mansell,Lotus Ford,1:20.570
3,8,Eddie  Cheever,Tyrrell Ford,1:20.640
23,9,Bruno Giacomelli,Alfa Romeo,1:20.660
25,10,Jean-Pierre Jarier,Ligier Matra,1:20.780
28,11,Didier Pironi,Ferrari,1:20.900
26,12,Jacques Laffite,Ligier Matra,1:20.920
11,13,Elio de Angelis,Lotus Ford,1:20.920
15,14,Alain Prost,Renault,1:20.980
6,15,Hector Rebaque,Brabham Ford,1:21.000
20,16,Keke Rosberg,Fittipaldi Ford,1:21.000
33,17,Patrick Tambay,Theodore Ford,1:21.290
21,18,Chico Serra,Fittipaldi Ford,1:21.400
14,19,Marc Surer,Ensign Ford,1:21.520
16,20,Rene Arnoux,Renault,1:21.540
9,21,Jan Lammers,ATS Ford,1:21.750
8,22,Andrea de Cesaris,McLaren Ford,1:22.020
7,23,John Watson,McLaren Ford,1:22.180
32,24,Beppe Gabbiani,Osella Hart,1:22.210
