,Position,Driver,Car,Time
4,1,Ralf Schumacher,Williams BMW,1:12.275
9,2,Jenson Button,BAR Honda,1:12.341
7,3,Jarno Trulli,Renault,1:13.023
3,4,Juan Pablo Montoya,Williams BMW,1:13.072
8,5,Fernando Alonso,Renault,1:13.308
1,6,Michael Schumacher,Ferrari,1:13.355
2,7,Rubens Barrichello,Ferrari,1:13.562
6,8,Kimi Räikkönen,McLaren Mercedes,1:13.595
5,9,David Coulthard,McLaren Mercedes,1:13.681
15,10,Christian Klien,Jaguar Cosworth,1:14.532
11,11,Giancarlo Fisichella,Sauber Petronas,1:14.674
16,12,Cristiano da Matta,Toyota,1:14.851
17,13,Olivier Panis,Toyota,1:14.891
14,14,Mark Webber,Jaguar Cosworth,1:15.148
18,15,Nick Heidfeld,Jordan Ford,1:15.321
19,16,Timo Glock,Jordan Ford,1:16.323
12,17,Felipe Massa,Sauber Petronas,
21,18,Zsolt Baumgartner,Minardi Cosworth,1:17.064
20,19,Gianmaria Bruni,Minardi Cosworth,
