,Position,Driver,Car,Time
18,1,Jim Clark,Lotus Climax,1:35.400
10,2,Graham Hill,BRM,1:35.800
14,3,Bruce McLaren,Cooper Climax,1:36.400
40,4,Willy Mairesse,Ferrari,1:36.400
4,5,Dan Gurney,Porsche,1:36.400
22,6,Jack Brabham,Lotus Climax,1:36.500
30,7,Maurice  Trintignant,Lotus Climax,1:36.800
34,8,Innes Ireland,Lotus BRM,1:37.000
36,9,Phil Hill,Ferrari,1:37.100
38,10,Lorenzo Bandini,Ferrari,1:37.200
28,11,John Surtees,Lola Climax,1:37.900
26,12,Roy Salvadori,Lola Climax,1:38.500
8,13,Richie Ginther,BRM,1:39.000
20,14,Trevor  Taylor ,Lotus Climax,1:40.000
2,15,Jo Bonnier,Porsche,1:42.400
16,16,Tony Maggs,Cooper Climax,1:42.700
