,Position,Driver,Car,Time
6,1,Juan Pablo Montoya,Williams BMW,1:12.836
1,2,Michael Schumacher,Ferrari,1:13.018
2,3,Rubens Barrichello,Ferrari,1:13.280
5,4,Ralf Schumacher,Williams BMW,1:13.301
4,5,Kimi Räikkönen,McLaren Mercedes,1:13.898
9,6,Giancarlo Fisichella,Jordan Honda,1:14.132
7,7,Nick Heidfeld,Sauber Petronas,1:14.139
3,8,David Coulthard,McLaren Mercedes,1:14.385
11,9,Jacques Villeneuve,BAR Honda,1:14.564
14,10,Jarno Trulli,Renault,1:14.688
12,11,Olivier Panis,BAR Honda,1:14.713
8,12,Felipe Massa,Sauber Petronas,1:14.823
15,13,Jenson Button,Renault,1:14.854
16,14,Eddie Irvine,Jaguar Cosworth,1:14.882
10,15,Takuma Sato,Jordan Honda,1:14.940
17,16,Pedro de la Rosa,Jaguar Cosworth,1:15.089
21,17,Enrique Bernoldi,Arrows Cosworth,1:15.102
24,18,Mika Salo,Toyota,1:15.111
20,19,Heinz-Harald Frentzen,Arrows Cosworth,1:15.115
25,20,Allan McNish,Toyota,1:15.321
23,21,Mark Webber,Minardi Asiatech,1:15.508
22,22,Alex Yoong,Minardi Asiatech,1:17.347
