,Position,Driver,Car,Time
3,1,Michael Schumacher,Ferrari,1:19.475
6,2,Jarno Trulli,Jordan Mugen Honda,1:19.746
2,3,David Coulthard,McLaren Mercedes,1:19.888
5,4,Heinz-Harald Frentzen,Jordan Mugen Honda,1:19.961
1,5,Mika Hakkinen,McLaren Mercedes,1:20.241
4,6,Rubens Barrichello,Ferrari,1:20.416
14,7,Jean Alesi,Prost Peugeot,1:20.494
11,8,Giancarlo Fisichella,Benetton Playlife,1:20.703
9,9,Ralf Schumacher,Williams BMW,1:20.742
7,10,Eddie Irvine,Jaguar Cosworth,1:20.743
8,11,Johnny Herbert,Jaguar Cosworth,1:20.792
12,12,Alexander Wurz,Benetton Playlife,1:20.871
17,13,Mika Salo,Sauber Petronas,1:21.561
10,14,Jenson Button,Williams BMW,1:21.605
19,15,Jos Verstappen,Arrows Supertec,1:21.738
18,16,Pedro de la Rosa,Arrows Supertec,1:21.832
22,17,Jacques Villeneuve,BAR Honda,1:21.848
15,18,Nick Heidfeld,Prost Peugeot,1:22.017
16,19,Pedro Diniz,Sauber Petronas,1:22.136
23,20,Ricardo Zonta,BAR Honda,1:22.324
20,21,Marc Gene,Minardi Fondmetal,1:23.721
21,22,Gaston Mazzacane,Minardi Fondmetal,1:23.794
