,Position,Driver,Car,Time
1,1,Jim Clark,Lotus Climax,1:12.650
7,2,John Surtees,Ferrari,1:12.780
6,3,Dan Gurney,Brabham Ford,1:12.900
3,4,Graham Hill,BRM,1:12.920
9,5,Bruce McLaren,Cooper Climax,1:13.100
2,6,Mike Spence,Lotus Climax,1:13.330
5,7,Jack Brabham,Brabham Ford,1:13.630
8,8,Lorenzo Bandini,Ferrari,1:13.830
16,9,Jo Bonnier,Cooper Climax,1:14.070
11,10,Innes Ireland,Lotus BRM,1:14.350
15,11,Chris Amon,Lotus Climax,1:14.430
22,12,Jo Siffert,Cooper Climax,1:14.650
4,13,Richie Ginther,BRM,1:14.670
28,14,Ronnie Bucknum,Honda,1:14.900
12,15,Trevor  Taylor ,Lotus BRM,1:15.300
14,16,Mike Hailwood,Lotus Climax,1:15.650
17,17,Walt   Hansgen,Lotus Climax,1:15.900
23,18,Hap  Sharp ,Cooper Climax,1:18.230
10,19,Phil Hill,Cooper Climax,1:19.630
