,Position,Driver,Car,Time
3,1,Jenson Button,McLaren Mercedes,1:47.573
14,2,Kamui Kobayashi,Sauber Ferrari,1:47.871
9,3,Kimi Räikkönen,Lotus Renault,1:48.205
15,4,Sergio Perez,Sauber Ferrari,1:48.219
5,5,Fernando Alonso,Ferrari,1:48.313
18,6,Pastor Maldonado,Williams Renault,1:47.893
4,7,Lewis Hamilton,McLaren Mercedes,1:48.394
10,8,Romain Grosjean,Lotus Renault,1:48.538
11,9,Paul di Resta,Force India Mercedes,1:48.890
1,10,Sebastian Vettel,Red Bull Racing Renault,1:48.792
12,11,Nico Hulkenberg,Force India Mercedes,1:48.855
2,12,Mark Webber,Red Bull Racing Renault,1:48.392
7,13,Michael Schumacher,Mercedes,1:49.081
6,14,Felipe Massa,Ferrari,1:49.147
17,15,Jean-Eric Vergne,STR Ferrari,1:49.354
16,16,Daniel Ricciardo,STR Ferrari,1:49.543
19,17,Bruno Senna,Williams Renault,1:50.088
20,18,Heikki Kovalainen,Caterham Renault,1:51.739
21,19,Vitaly Petrov,Caterham Renault,1:51.967
24,20,Timo Glock,Marussia Cosworth,1:52.336
22,21,Pedro de la Rosa,HRT Cosworth,1:53.030
25,22,Charles Pic,Marussia Cosworth,1:53.493
8,23,Nico Rosberg,Mercedes,1:50.181
23,24,Narain Karthikeyan,HRT Cosworth,1:54.989
