,Position,Driver,Car,Time
5,1,Sebastian Vettel,Ferrari,1:27.958
7,2,Kimi Räikkönen,Ferrari,1:28.101
77,3,Valtteri Bottas,Mercedes,1:28.124
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:28.398
10,5,Pierre Gasly,Scuderia Toro Rosso Honda,1:29.329
20,6,Kevin Magnussen,Haas Ferrari,1:29.358
27,7,Nico Hulkenberg,Renault,1:29.570
31,8,Esteban Ocon,Force India Mercedes,1:29.874
44,9,Lewis Hamilton,Mercedes,1:28.220
55,10,Carlos Sainz,Renault,1:29.986
28,11,Brendon Hartley,Scuderia Toro Rosso Honda,1:30.105
11,12,Sergio Perez,Force India Mercedes,1:30.156
14,13,Fernando Alonso,McLaren Renault,1:30.212
2,14,Stoffel Vandoorne,McLaren Renault,1:30.525
33,15,Max Verstappen,Red Bull Racing TAG Heuer,
8,16,Romain Grosjean,Haas Ferrari,1:30.530
9,17,Marcus Ericsson,Sauber Ferrari,1:31.063
35,18,Sergey Sirotkin,Williams Mercedes,1:31.414
16,19,Charles Leclerc,Sauber Ferrari,1:31.420
18,20,Lance Stroll,Williams Mercedes,1:31.503
