,Position,Driver,Car,Time / Gap
28,1,Gerhard Berger,McLaren Honda,1:40.384
2,2,Nigel Mansell,Ferrari,+0.811s
5,3,Thierry Boutsen,Williams Renault,+0.925s
1,4,Alain Prost,Ferrari,+1.523s
30,5,Aguri Suzuki,Lola Lamborghini,+1.696s
6,6,Riccardo Patrese,Williams Renault,+1.704s
27,7,Ayrton Senna,McLaren Honda,+2.462s
3,8,Satoru Nakajima,Tyrrell Ford,+2.600s
20,9,Nelson Piquet,Benetton Ford,+2.613s
10,10,Alex Caffi,Arrows Ford,+2.911s
24,11,Gianni Morbidelli,Minardi Ford,+3.143s
23,12,Pierluigi Martini,Minardi Ford,+3.191s
4,13,Jean Alesi,Tyrrell Ford,+3.462s
19,14,Roberto Moreno,Benetton Ford,+3.498s
11,15,Derek Warwick,Lotus Lamborghini,+3.544s
29,16,Eric Bernard,Lola Lamborghini,+4.097s
22,17,Andrea de Cesaris,Dallara Ford,+4.186s
9,18,Michele Alboreto,Arrows Ford,+4.448s
16,19,Ivan Capelli,Leyton House Judd,+4.537s
15,20,Mauricio Gugelmin,Leyton House Judd,+4.942s
18,21,Yannick Dalmas,AGS Ford,+5.430s
21,22,Emanuele Pirro,Dallara Ford,+5.511s
8,23,Stefano Modena,Brabham Judd,+5.622s
14,24,Olivier Grouillard,Osella Ford,+5.638s
12,25,Johnny Herbert,Lotus Lamborghini,+6.185s
26,26,Philippe Alliot,Ligier Ford,+6.622s
25,27,Nicola Larini,Ligier Ford,+6.717s
17,28,Gabriele Tarquini,AGS Ford,+7.973s
7,29,David Brabham,Brabham Judd,+8.645s
31,30,Bertrand Gachot,Coloni Ford,+9.538s
