,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:10.023
44,2,Lewis Hamilton,Mercedes,1:10.056
19,3,Felipe Massa,Williams Mercedes,1:10.247
77,4,Valtteri Bottas,Williams Mercedes,1:10.305
22,5,Jenson Button,McLaren Mercedes,1:10.930
1,6,Sebastian Vettel,Red Bull Racing Renault,1:10.938
20,7,Kevin Magnussen,McLaren Mercedes,1:10.969
14,8,Fernando Alonso,Ferrari,1:10.977
3,9,Daniel Ricciardo,Red Bull Racing Renault,1:11.075
7,10,Kimi Räikkönen,Ferrari,1:11.099
21,11,Esteban Gutierrez ,Sauber Ferrari,1:11.591
27,12,Nico Hulkenberg,Force India Mercedes,1:11.976
99,13,Adrian Sutil,Sauber Ferrari,1:12.099
8,14,Romain Grosjean,Lotus Renault,1:12.037
25,15,Jean-Eric Vergne,STR Renault,1:12.040
13,16,Pastor Maldonado,Lotus Renault,1:12.233
26,17,Daniil Kvyat,STR Renault,
11,18,Sergio Perez,Force India Mercedes,1:12.076
