,Position,Driver,Car,Time
1,1,Niki Lauda,Ferrari,1:26.550
2,2,Clay Regazzoni,Ferrari,1:26.600
11,3,James Hunt,McLaren Ford,1:26.740
4,4,Patrick Depailler,Tyrrell Ford,1:26.910
9,5,Vittorio Brambilla,March Ford,1:26.930
26,6,Jacques Laffite,Ligier Matra,1:27.140
3,7,Jody Scheckter,Tyrrell Ford,1:27.190
22,8,Chris Amon,Ensign Ford,1:27.540
8,9,Carlos Pace,Brabham Alfa Romeo,1:27.660
10,10,Ronnie Peterson,March Ford,1:27.720
5,11,Mario Andretti,Lotus Ford,1:27.750
7,12,Carlos Reutemann,Brabham Alfa Romeo,1:28.300
16,13,Tom Pryce,Shadow Ford,1:28.370
17,14,Jean-Pierre Jarier,Shadow Ford,1:28.380
34,15,Hans-Joachim Stuck,March Ford,1:28.410
19,16,Alan  Jones,Surtees Ford,1:28.440
28,17,John Watson,Penske Ford,1:28.440
12,18,Jochen Mass,McLaren Ford,1:28.500
33,19,Patrick Neve,Brabham Ford,1:28.800
37,20,Larry Perkins,Boro Ford,1:28.810
35,21,Arturo Merzario,March Ford,1:28.840
6,22,Gunnar Nilsson,Lotus Ford,1:28.990
32,23,Loris Kessel,Brabham Ford,1:29.090
24,24,Harald Ertl,Hesketh Ford,1:29.400
21,25,Michel Leclere,Wolf-Williams,1:29.460
18,26,Brett Lunger,Surtees Ford,1:29.760
