,Position,Driver,Car,Time
12,1,Mario Andretti,Lotus Ford,1:04.200
15,2,Jackie Stewart,Matra Ford,1:04.270
10,3,Graham Hill,Lotus Ford,1:04.280
6,4,Chris Amon,Ferrari,1:04.370
1,5,Denny Hulme,McLaren Ford,1:04.570
4,6,Jochen Rindt,Brabham Climax,1:04.810
14,7,Dan Gurney,McLaren Ford,1:05.220
3,8,Jack Brabham,Brabham Climax,1:05.250
5,9,John Surtees,Honda,1:05.320
2,10,Bruce McLaren,McLaren Ford,1:05.690
8,11,Pedro Rodriguez,BRM,1:06.100
16,12,Jo Siffert,Cooper Maserati,1:06.170
21,13,Jean-Pierre Beltoise,Matra Ford,1:06.960
22,14,Piers   Courage,BRM,1:07.020
7,15,Derek Bell,Ferrari,1:07.060
11,16,Jackie Oliver,Lotus Ford,1:07.460
18,17,Vic  Elford ,Cooper BRM,1:08.530
17,18,Jo Bonnier,Honda,1:08.930
9,19,Bobby   Unser,BRM,1:09.600
19,20,Lucien Bianchi,Cooper BRM,1:09.770
