,Position,Driver,Car,Lap,Time
1,1,Michael Schumacher,Benetton Renault,33,1:42.976
6,2,David Coulthard,Williams Renault,33,1:43.079
5,3,Damon Hill,Williams Renault,31,1:43.193
8,4,Mika Hakkinen,McLaren Mercedes,38,1:43.369
2,5,Johnny Herbert,Benetton Renault,37,1:43.404
15,6,Eddie Irvine,Jordan Peugeot,30,1:43.477
30,7,Heinz-Harald Frentzen,Sauber Ford,35,1:44.211
7,8,Mark Blundell,McLaren Mercedes,50,1:44.287
27,9,Jean Alesi,Ferrari,23,1:44.370
4,10,Mika Salo,Tyrrell Yamaha,51,1:45.625
26,11,Olivier Panis,Ligier Mugen Honda,47,1:45.661
29,12,Karl Wendlinger,Sauber Ford,43,1:45.824
10,13,Taki Inoue,Footwork Hart,42,1:46.600
23,14,Pedro Lamy,Minardi Ford,44,1:46.954
24,15,Luca Badoer,Minardi Ford,47,1:47.025
17,16,Andrea Montermini,Pacific Ilmor,21,1:49.985
21,17,Pedro Diniz,Forti Ford,30,1:50.261
14,18,Rubens Barrichello,Jordan Peugeot,13,1:51.343
28,19,Gerhard Berger,Ferrari,12,1:52.165
3,20,Ukyo Katayama,Tyrrell Yamaha,12,1:56.404
16,21,Bertrand Gachot,Pacific Ilmor,5,2:06.927
