,Position,Driver,Car,Time
8,1,Fernando Alonso,Renault,1:37.044
7,2,Jarno Trulli,Renault,1:37.217
1,3,Michael Schumacher,Ferrari,1:37.393
5,4,David Coulthard,McLaren Mercedes,1:37.454
2,5,Rubens Barrichello,Ferrari,1:37.579
9,6,Nick Heidfeld,Sauber Petronas,1:37.766
6,7,Kimi Räikkönen,McLaren Mercedes,1:37.858
3,8,Juan Pablo Montoya,Williams BMW,1:37.974
17,9,Jenson Button,BAR Honda,1:38.073
20,10,Olivier Panis,Toyota,1:38.094
21,11,Cristiano da Matta,Toyota,1:38.097
16,12,Jacques Villeneuve,BAR Honda,1:38.289
10,13,Heinz-Harald Frentzen,Sauber Petronas,1:38.291
11,14,Giancarlo Fisichella,Jordan Ford,1:38.416
15,15,Antonio Pizzonia,Jaguar Cosworth,1:38.516
14,16,Mark Webber,Jaguar Cosworth,1:38.624
4,17,Ralf Schumacher,Williams BMW,1:38.789
19,18,Jos Verstappen,Minardi Cosworth,1:40.417
18,19,Justin Wilson,Minardi Cosworth,1:40.599
12,20,Ralph Firman,Jordan Ford,1:40.910
