,Position,Driver,Car,Time
27,1,Ayrton Senna,McLaren Honda,1:17.277
28,2,Gerhard Berger,McLaren Honda,1:17.888
5,3,Thierry Boutsen,Williams Renault,1:18.150
6,4,Riccardo Patrese,Williams Renault,1:18.288
2,5,Nigel Mansell,Ferrari,1:18.509
1,6,Alain Prost,Ferrari,1:18.631
4,7,Jean Alesi,Tyrrell Ford,1:18.923
23,8,Pierluigi Martini,Minardi Ford,1:19.039
22,9,Andrea de Cesaris,Dallara Ford,1:19.125
26,10,Philippe Alliot,Ligier Ford,1:19.309
29,11,Eric Bernard,Lola Lamborghini,1:19.406
8,12,Stefano Modena,Brabham Judd,1:19.425
20,13,Nelson Piquet,Benetton Ford,1:19.629
12,14,Martin Donnelly,Lotus Lamborghini,1:20.032
19,15,Alessandro Nannini,Benetton Ford,1:20.055
21,16,Gianni Morbidelli,Dallara Ford,1:20.164
24,17,Paolo Barilla,Minardi Ford,1:20.282
30,18,Aguri Suzuki,Lola Lamborghini,1:20.557
3,19,Satoru Nakajima,Tyrrell Ford,1:20.568
25,20,Nicola Larini,Ligier Ford,1:20.650
14,21,Olivier Grouillard,Osella Ford,1:20.884
7,22,Gregor Foitek,Brabham Judd,1:20.902
9,23,Michele Alboreto,Arrows Ford,1:20.920
11,24,Derek Warwick,Lotus Lamborghini,1:20.998
10,25,Alex Caffi,Arrows Ford,1:21.065
18,26,Yannick Dalmas,AGS Ford,1:21.087
