,Position,Driver,Car,Time
3,1,Jacques Villeneuve,Williams Renault,1:49.450
7,2,Jean Alesi,Benetton Renault,1:49.759
5,3,Michael Schumacher,Ferrari,1:50.293
12,4,Giancarlo Fisichella,Jordan Peugeot,1:50.470
9,5,Mika Hakkinen,McLaren Mercedes,1:50.503
11,6,Ralf Schumacher,Jordan Peugeot,1:50.520
4,7,Heinz-Harald Frentzen,Williams Renault,1:50.656
2,8,Pedro Diniz,Arrows Yamaha,1:50.853
1,9,Damon Hill,Arrows Yamaha,1:50.970
10,10,David Coulthard,McLaren Mercedes,1:51.410
14,11,Jarno Trulli,Prost Mugen Honda,1:51.609
16,12,Johnny Herbert,Sauber Petronas,1:51.725
22,13,Rubens Barrichello,Stewart Ford,1:51.916
17,14,Gianni Morbidelli,Sauber Petronas,1:52.094
8,15,Gerhard Berger,Benetton Renault,1:52.391
15,16,Shinji Nakano,Prost Mugen Honda,1:52.749
6,17,Eddie Irvine,Ferrari,1:52.793
23,18,Jan Magnussen,Stewart Ford,1:52.886
19,19,Mika Salo,Tyrrell Ford,1:52.897
20,20,Ukyo Katayama,Minardi Hart,1:53.544
18,21,Jos Verstappen,Tyrrell Ford,1:53.725
21,22,Tarso Marques,Minardi Hart,1:54.506
