,Position,Driver,Car,Time
2,1,Alain Prost,Williams Renault,1:18.987
0,2,Damon Hill,Williams Renault,1:19.491
5,3,Michael Schumacher,Benetton Ford,1:20.808
6,4,Riccardo Patrese,Benetton Ford,1:20.948
28,5,Gerhard Berger,Ferrari,1:21.278
27,6,Jean Alesi,Ferrari,1:21.414
25,7,Martin Brundle,Ligier Renault,1:21.603
8,8,Ayrton Senna,McLaren Ford,1:21.706
29,9,Karl Wendlinger,Sauber,1:21.813
26,10,Mark Blundell,Ligier Renault,1:22.097
30,11,Jyrki Jarvilehto,Sauber,1:22.198
7,12,Michael Andretti,McLaren Ford,1:22.229
20,13,Erik Comas,Larrousse Lamborghini,1:22.263
14,14,Rubens Barrichello,Jordan Hart,1:22.509
19,15,Philippe Alliot,Larrousse Lamborghini,1:22.819
10,16,Aguri Suzuki,Footwork Mugen Honda,1:22.891
23,17,Christian Fittipaldi,Minardi Ford,1:23.119
9,18,Derek Warwick,Footwork Mugen Honda,1:23.185
4,19,Andrea de Cesaris,Tyrrell Yamaha,1:23.185
12,20,Johnny Herbert,Lotus Ford,1:23.223
11,21,Alessandro Zanardi,Lotus Ford,1:23.240
3,22,Ukyo Katayama,Tyrrell Yamaha,1:23.824
24,23,Fabrizio Barbazza,Minardi Ford,1:23.946
15,24,Thierry Boutsen,Jordan Hart,1:23.960
22,25,Luca Badoer,Lola Ferrari,1:24.357
