,Position,Driver,Car,Time
22,1,Lewis Hamilton,McLaren Mercedes,1:17.886
4,2,Robert Kubica,Sauber BMW,1:18.498
1,3,Kimi Räikkönen,Ferrari,1:18.735
5,4,Fernando Alonso,Renault,1:18.746
7,5,Nico Rosberg,Williams Toyota,1:18.844
2,6,Felipe Massa,Ferrari,1:19.048
23,7,Heikki Kovalainen,McLaren Mercedes,1:19.089
3,8,Nick Heidfeld,Sauber BMW,1:19.633
17,9,Rubens Barrichello,Honda,1:20.848
10,10,Mark Webber,Red Bull Renault,
12,11,Timo Glock,Toyota,1:18.031
8,12,Kazuki Nakajima,Williams Toyota,1:18.062
9,13,David Coulthard,Red Bull Renault,1:18.238
11,14,Jarno Trulli,Toyota,1:18.327
6,15,Nelson Piquet,Renault,1:18.393
20,16,Adrian Sutil,Force India Ferrari,1:19.108
21,17,Giancarlo Fisichella,Force India Ferrari,1:19.165
14,18,Sebastien Bourdais,STR Ferrari,1:18.916
