,Position,Driver,Car,Time
2,1,Lewis Hamilton,McLaren Mercedes,1:15.105
5,2,Sebastian Vettel,RBR Renault,1:15.420
8,3,Fernando Alonso,Ferrari,1:15.435
1,4,Jenson Button,McLaren Mercedes,1:15.520
15,5,Vitantonio Liuzzi,Force India Mercedes,1:15.648
7,6,Felipe Massa,Ferrari,1:15.688
6,7,Mark Webber,RBR Renault,1:15.373
11,8,Robert Kubica,Renault,1:15.715
14,9,Adrian Sutil,Force India Mercedes,1:15.881
4,10,Nico Rosberg,Mercedes,1:16.071
9,11,Rubens Barrichello,Williams Cosworth,1:16.434
10,12,Nico Hulkenberg,Williams Cosworth,1:16.438
3,13,Michael Schumacher,Mercedes,1:16.492
12,14,Vitaly Petrov,Renault,1:16.844
16,15,Sebastien Buemi,STR Ferrari,1:16.928
17,16,Jaime Alguersuari,STR Ferrari,1:17.029
22,17,Pedro de la Rosa,Sauber Ferrari,1:17.384
23,18,Kamui Kobayashi,Sauber Ferrari,1:18.019
19,19,Heikki Kovalainen,Lotus Cosworth,1:18.237
18,20,Jarno Trulli,Lotus Cosworth,1:18.698
24,21,Timo Glock,Virgin Cosworth,1:18.941
21,22,Bruno Senna,HRT Cosworth,1:19.484
25,23,Lucas di Grassi,Virgin Cosworth,1:19.675
20,24,Karun Chandhok,HRT Cosworth,1:27.757
