,Position,Driver,Car,Time
8,1,Jackie Stewart,Tyrrell Ford,1:42.642
2,2,Emerson Fittipaldi,Lotus Pratt & Whitney,1:42.659
7,3,Denny Hulme,McLaren Ford,1:42.925
5,4,Clay Regazzoni,Ferrari,1:43.002
9,5,Francois  Cevert ,Tyrrell Ford,1:43.152
14,6,Jo Siffert,BRM,1:43.468
4,7,Jacky Ickx,Ferrari,1:43.843
11,8,Chris Amon,Matra,1:43.970
3,9,Reine   Wisell,Lotus Pratt & Whitney,1:44.024
12,10,Jean-Pierre Beltoise,Matra,1:44.067
25,11,Ronnie Peterson,March Alfa Romeo,1:44.193
16,12,Howden  Ganley ,BRM,1:44.430
18,13,John Surtees,Surtees Ford,1:44.908
20,14,Mike Hailwood,Surtees Ford,1:45.094
23,15,Tim   Schenken,Brabham Ford,1:45.110
17,16,Helmut  Marko ,BRM,1:45.204
19,17,Sam   Posey,Surtees Ford,1:45.267
22,18,Graham Hill,Brabham Ford,1:45.448
10,19,Peter   Revson,Tyrrell Ford,1:45.515
21,20,Henri Pescarolo,March Ford,1:45.568
15,21,Peter  Gethin ,BRM,1:45.729
31,22,David   Hobbs,McLaren Ford,1:46.270
26,23,Nanni  Galli ,March Alfa Romeo,1:46.608
28,24,John  Cannon ,BRM,1:47.471
33,25,Skip  Barber ,March Ford,1:47.673
27,26,Andrea de Adamich ,March Alfa Romeo,1:47.952
24,27,Chris  Craft ,Brabham Ford,1:48.698
29,28,Jo Bonnier,McLaren Ford,1:49.391
30,29,Pete  Lovely ,Lotus Ford,1:52.140
