,Position,Driver,Car,Time
9,1,Nico Rosberg,Mercedes,1:32.330
1,2,Sebastian Vettel,Red Bull Racing Renault,1:32.584
3,3,Fernando Alonso,Ferrari,1:32.667
4,4,Felipe Massa,Ferrari,1:33.207
14,5,Paul di Resta,Force India Mercedes,1:33.235
15,6,Adrian Sutil,Force India Mercedes,1:33.246
2,7,Mark Webber,Red Bull Racing Renault,1:33.078
7,8,Kimi Räikkönen,Lotus Renault,1:33.327
10,9,Lewis Hamilton,Mercedes,1:32.762
5,10,Jenson Button,McLaren Mercedes,
8,11,Romain Grosjean,Lotus Renault,1:33.762
6,12,Sergio Perez,McLaren Mercedes,1:33.914
19,13,Daniel Ricciardo,STR Ferrari,1:33.974
11,14,Nico Hulkenberg,Sauber Ferrari,1:33.976
17,15,Valtteri Bottas,Williams Renault,1:34.105
18,16,Jean-Eric Vergne,STR Ferrari,1:34.284
16,17,Pastor Maldonado,Williams Renault,1:34.425
20,18,Charles Pic,Caterham Renault,1:35.283
22,19,Jules Bianchi,Marussia Cosworth,1:36.178
21,20,Giedo van der Garde,Caterham Renault,1:36.304
23,21,Max Chilton,Marussia Cosworth,1:36.476
12,22,Esteban Gutierrez ,Sauber Ferrari,1:34.730
