,Position,Driver,Car,Time
1,1,Ayrton Senna,McLaren Honda,1:47.811
27,2,Alain Prost,Ferrari,1:48.821
5,3,Nigel Mansell,Williams Renault,1:48.828
2,4,Gerhard Berger,McLaren Honda,1:49.485
28,5,Jean Alesi,Ferrari,1:49.974
20,6,Nelson Piquet,Benetton Ford,1:50.540
32,7,Michael Schumacher,Jordan Ford,1:51.212
19,8,Roberto Moreno,Benetton Ford,1:51.283
23,9,Pierluigi Martini,Minardi Ferrari,1:51.299
4,10,Stefano Modena,Tyrrell Honda,1:51.307
33,11,Andrea de Cesaris,Jordan Ford,1:51.986
16,12,Ivan Capelli,Leyton House Ilmor,1:52.113
8,13,Mark Blundell,Brabham Yamaha,1:52.377
22,14,Jyrki Jarvilehto,Dallara Judd,1:52.417
15,15,Mauricio Gugelmin,Leyton House Ilmor,1:52.623
7,16,Martin Brundle,Brabham Yamaha,1:52.626
6,17,Riccardo Patrese,Williams Renault,1:52.646
25,18,Thierry Boutsen,Ligier Lamborghini,1:52.709
24,19,Gianni Morbidelli,Minardi Ferrari,1:52.896
29,20,Eric Bernard,Lola Ford,1:53.309
12,21,Johnny Herbert,Lotus Judd,1:53.361
3,22,Satoru Nakajima,Tyrrell Honda,1:53.494
14,23,Olivier Grouillard,Fondmetal Ford,1:53.628
11,24,Mika Hakkinen,Lotus Judd,1:53.799
21,25,Emanuele Pirro,Dallara Judd,1:53.839
26,26,Erik Comas,Ligier Lamborghini,1:53.847
