,Position,Driver,Car,Time
5,1,Jackie Stewart,Tyrrell Ford,1:27.500
2,2,Ronnie Peterson,Lotus Ford,1:27.700
7,3,Denny Hulme,McLaren Ford,1:27.800
6,4,Francois  Cevert ,Tyrrell Ford,1:27.900
1,5,Emerson Fittipaldi,Lotus Ford,1:28.100
21,6,Niki Lauda,BRM,1:28.500
3,7,Jacky Ickx,Ferrari,1:28.700
19,8,Clay Regazzoni,BRM,1:28.900
11,9,Wilson Fittipaldi,Brabham Ford,1:28.900
25,10,Howden  Ganley ,Iso Marlboro Ford,1:29.000
20,11,Jean-Pierre Beltoise,BRM,1:29.000
22,12,Chris Amon,Tecno,1:29.300
23,13,Mike Hailwood,Surtees Ford,1:29.400
14,14,Jean-Pierre Jarier,March Ford,1:29.400
8,15,Peter   Revson,McLaren Ford,1:29.400
4,16,Arturo Merzario,Ferrari,1:29.500
24,17,Carlos Pace,Surtees Ford,1:29.600
27,18,James Hunt,March Ford,1:29.900
10,19,Carlos Reutemann,Brabham Ford,1:30.100
15,20,Mike  Beuttler ,March Ford,1:31.000
26,21,Nanni  Galli ,Iso Marlboro Ford,1:31.100
17,22,Jackie Oliver,Shadow Ford,1:31.200
18,23,David Purley,March Ford,1:31.900
12,24,Graham Hill,Shadow Ford,1:31.900
9,25,Andrea de Adamich ,Brabham Ford,1:32.100
