,Position,Driver,Car,Time
5,1,Felipe Massa,Ferrari,1:35.043
1,2,Fernando Alonso,McLaren Mercedes,1:35.310
6,3,Kimi Räikkönen,Ferrari,1:35.479
2,4,Lewis Hamilton,McLaren Mercedes,1:36.045
9,5,Nick Heidfeld,Sauber BMW,1:36.543
16,6,Nico Rosberg,Williams Toyota,1:36.829
10,7,Robert Kubica,Sauber BMW,1:36.896
12,8,Jarno Trulli,Toyota,1:36.902
11,9,Ralf Schumacher,Toyota,1:37.078
15,10,Mark Webber,Red Bull Renault,1:37.345
4,11,Heikki Kovalainen,Renault,1:35.630
3,12,Giancarlo Fisichella,Renault,1:35.706
14,13,David Coulthard,Red Bull Renault,1:35.766
22,14,Takuma Sato,Super Aguri Honda,1:35.945
7,15,Jenson Button,Honda,1:36.088
18,16,Vitantonio Liuzzi,STR Ferrari,1:36.145
19,17,Scott Speed,STR Ferrari,1:36.578
23,18,Anthony Davidson,Super Aguri Honda,1:36.816
17,19,Alexander Wurz,Williams Toyota,1:37.326
21,20,Christijan Albers,Spyker Ferrari,1:38.279
20,21,Adrian Sutil,Spyker Ferrari,1:38.415
8,22,Rubens Barrichello,Honda,1:36.827
