,Position,Driver,Car,Time
3,1,Graham Hill,BRM,1:11.250
5,2,Jim Clark,Lotus Climax,1:11.350
11,3,Richie Ginther,Honda,1:11.400
6,4,Mike Spence,Lotus Climax,1:11.500
2,5,Lorenzo Bandini,Ferrari,1:11.730
4,6,Jackie Stewart,BRM,1:11.760
7,7,Jack Brabham,Brabham Climax,1:12.200
8,8,Dan Gurney,Brabham Climax,1:12.250
9,9,Bruce McLaren,Cooper Climax,1:12.450
15,10,Jo Bonnier,Brabham Climax,1:12.450
16,11,Jo Siffert,Brabham Climax,1:12.500
12,12,Ronnie Bucknum,Honda,1:12.700
10,13,Jochen Rindt,Cooper Climax,1:12.900
24,14,Bob Bondurant,Ferrari,1:12.900
14,15,Pedro Rodriguez,Ferrari,1:13.000
21,16,Richard Attwood,Lotus BRM,1:13.700
18,17,Moises Solana,Lotus Climax,1:13.700
22,18,Innes Ireland,Lotus BRM,1:15.000
