,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:46.744
33,2,Max Verstappen,Red Bull Racing TAG Heuer,1:46.893
7,3,Kimi Räikkönen,Ferrari,1:46.910
5,4,Sebastian Vettel,Ferrari,1:47.108
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:47.216
11,6,Sergio Perez,Force India Mercedes,1:47.407
27,7,Nico Hulkenberg,Force India Mercedes,1:47.543
77,8,Valtteri Bottas,Williams Mercedes,1:47.612
22,9,Jenson Button,McLaren Honda,1:48.114
19,10,Felipe Massa,Williams Mercedes,1:48.263
8,11,Romain Grosjean,Haas Ferrari,1:48.316
20,12,Kevin Magnussen,Renault,1:48.485
30,13,Jolyon Palmer,Renault,1:48.888
55,14,Carlos Sainz,Toro Rosso Ferrari,1:49.038
94,15,Pascal Wehrlein,MRT Mercedes,1:49.320
12,16,Felipe Nasr,Sauber Ferrari,1:48.949
31,17,Esteban Ocon,MRT Mercedes,1:49.050
21,18,Esteban Gutierrez ,Haas Ferrari,1:48.598
26,19,Daniil Kvyat,Toro Rosso Ferrari,1:49.058
9,20,Marcus Ericsson,Sauber Ferrari,1:49.071
44,21,Lewis Hamilton,Mercedes,1:50.033
14,22,Fernando Alonso,McLaren Honda,
