,Position,Driver,Car,Time
5,1,Mario Andretti,Lotus Ford,1:38.114
11,2,Carlos Reutemann,Ferrari,1:39.179
27,3,Alan  Jones,Williams Ford,1:39.742
12,4,Gilles Villeneuve,Ferrari,1:39.820
1,5,Niki Lauda,Brabham Alfa Romeo,1:39.892
7,6,James Hunt,McLaren Ford,1:39.991
2,7,John Watson,Brabham Alfa Romeo,1:40.000
55,8,Jean-Pierre Jarier,Lotus Ford,1:40.034
15,9,Jean-Pierre Jabouille,Renault,1:40.136
26,10,Jacques Laffite,Ligier Matra,1:40.228
20,11,Jody Scheckter,Wolf Ford,1:40.762
4,12,Patrick Depailler,Tyrrell Ford,1:40.828
14,13,Emerson Fittipaldi,Fittipaldi Ford,1:41.007
16,14,Hans-Joachim Stuck,Shadow Ford,1:41.681
32,15,Keke Rosberg,ATS Ford,1:41.773
3,16,Didier Pironi,Tyrrell Ford,1:41.815
17,17,Clay Regazzoni,Shadow Ford,1:41.855
8,18,Patrick Tambay,McLaren Ford,1:41.974
22,19,Derek Daly,Ensign Ford,1:42.179
21,20,Bobby Rahal,Wolf Ford,1:42.429
18,21,Rene Arnoux,Surtees Ford,1:42.541
36,22,Rolf Stommelen,Arrows Ford,1:42.741
25,23,Hector Rebaque,Lotus Ford,1:43.028
23,24,Brett Lunger,Ensign Ford,1:43.067
9,25,Michael Bleekemolen,ATS Ford,1:43.572
37,26,Arturo Merzario,Merzario Ford,1:44.286
