,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:30.076
7,2,Kimi Räikkönen,Ferrari,1:30.121
33,3,Max Verstappen,Red Bull Racing TAG Heuer,1:30.541
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:30.595
77,5,Valtteri Bottas,Mercedes,1:30.758
31,6,Esteban Ocon,Force India Mercedes,1:31.478
2,7,Stoffel Vandoorne,McLaren Honda,1:31.582
27,8,Nico Hulkenberg,Renault,1:31.607
11,9,Sergio Perez,Force India Mercedes,1:31.658
14,10,Fernando Alonso,McLaren Honda,1:31.704
19,11,Felipe Massa,Williams Mercedes,1:32.034
30,12,Jolyon Palmer,Renault,1:32.100
18,13,Lance Stroll,Williams Mercedes,1:32.307
55,14,Carlos Sainz,Toro Rosso,1:32.402
10,15,Pierre Gasly,Toro Rosso,1:32.558
8,16,Romain Grosjean,Haas Ferrari,1:33.308
20,17,Kevin Magnussen,Haas Ferrari,1:33.434
94,18,Pascal Wehrlein,Sauber Ferrari,1:33.483
9,19,Marcus Ericsson,Sauber Ferrari,1:33.970
5,20,Sebastian Vettel,Ferrari,
