,Position,Driver,Car,Time
5,1,Mario Andretti,Lotus Ford,1:20.900
11,2,Carlos Reutemann,Ferrari,1:21.690
1,3,Niki Lauda,Brabham Alfa Romeo,1:21.700
12,4,Gilles Villeneuve,Ferrari,1:21.770
20,5,Jody Scheckter,Wolf Ford,1:22.120
7,6,James Hunt,McLaren Ford,1:22.500
6,7,Ronnie Peterson,Lotus Ford,1:22.620
35,8,Riccardo Patrese,Arrows Ford,1:23.250
2,9,John Watson,Brabham Alfa Romeo,1:23.260
15,10,Jean-Pierre Jabouille,Renault,1:23.580
27,11,Alan  Jones,Williams Ford,1:23.710
19,12,Vittorio Brambilla,Surtees Ford,1:23.780
4,13,Patrick Depailler,Tyrrell Ford,1:23.820
26,14,Jacques Laffite,Ligier Matra,1:23.900
14,15,Emerson Fittipaldi,Fittipaldi Ford,1:24.110
9,16,Jochen Mass,ATS Ford,1:24.140
36,17,Rolf Stommelen,Arrows Ford,1:24.140
17,18,Clay Regazzoni,Shadow Ford,1:24.180
31,19,Rene Arnoux,Martini Ford,1:24.220
16,20,Hans-Joachim Stuck,Shadow Ford,1:24.470
33,21,Bruno Giacomelli,McLaren Ford,1:24.810
22,22,Jacky Ickx,Ensign Ford,1:24.820
3,23,Didier Pironi,Tyrrell Ford,1:24.850
30,24,Brett Lunger,McLaren Ford,1:24.990
