,Position,Driver,Car,Time
32,1,Juan Manuel Fangio,Maserati,1:42.700
26,2,Peter Collins,Lanica Ferrari,1:43.300
18,3,Stirling Moss,Vanwall,1:43.600
20,4,Tony Brooks,Vanwall,1:44.400
28,5,Mike Hawthorn,Lanica Ferrari,1:46.400
30,6,Maurice  Trintignant,Lanica Ferrari,1:46.700
36,7,Carlos Menditeguy,Maserati,1:46.700
38,8,Harry Schell,Maserati,1:47.300
24,9,Wolfgang von Trips,Lanica Ferrari,1:47.900
2,10,Masten Gregory,Maserati,1:48.400
6,11,Ron Flockhart,BRM,1:48.600
22,12,Horace  Gould ,Maserati,1:48.700
10,13,Stuart  Lewis-Evans ,Connaught Alta,1:49.100
34,14,Giorgio  Scarlatti ,Maserati,1:49.200
14,15,Jack Brabham,Cooper Climax,1:49.300
12,16,Ivor  Bueb ,Connaught Alta,1:49.400
