,Position,Driver,Car,Time
10,1,Juan Pablo Montoya,McLaren Mercedes,1:46.391
9,2,Kimi Räikkönen,McLaren Mercedes,1:46.440
16,3,Jarno Trulli,Toyota,1:46.596
5,4,Fernando Alonso,Renault,1:46.760
17,5,Ralf Schumacher,Toyota,1:47.401
1,6,Michael Schumacher,Ferrari,1:47.476
12,7,Felipe Massa,Sauber Petronas,1:47.867
3,8,Jenson Button,BAR Honda,1:47.978
7,9,Mark Webber,Williams BMW,1:48.071
4,10,Takuma Sato,BAR Honda,1:48.353
14,11,David Coulthard,RBR Cosworth,1:48.508
2,12,Rubens Barrichello,Ferrari,1:48.550
6,13,Giancarlo Fisichella,Renault,1:46.497
11,14,Jacques Villeneuve,Sauber Petronas,1:48.889
8,15,Antonio Pizzonia,Williams BMW,1:48.898
15,16,Christian Klien,RBR Cosworth,1:48.994
20,17,Robert Doornbos,Minardi Cosworth,1:49.779
21,18,Christijan Albers,Minardi Cosworth,1:49.842
18,19,Tiago Monteiro,Jordan Toyota,1:51.498
19,20,Narain Karthikeyan,Jordan Toyota,1:51.675
