,Position,Driver,Car,Time
7,1,John Watson,Brabham Alfa Romeo,1:29.860
20,2,Jody Scheckter,Wolf Ford,1:30.270
12,3,Carlos Reutemann,Ferrari,1:30.440
3,4,Ronnie Peterson,Tyrrell Ford,1:30.720
8,5,Hans-Joachim Stuck,Brabham Alfa Romeo,1:30.730
11,6,Niki Lauda,Ferrari,1:30.760
1,7,James Hunt,McLaren Ford,1:30.850
4,8,Patrick Depailler,Tyrrell Ford,1:31.160
2,9,Jochen Mass,McLaren Ford,1:31.360
5,10,Mario Andretti,Lotus Ford,1:31.500
17,11,Alan  Jones,Shadow Ford,1:32.040
34,12,Jean-Pierre Jarier,Penske Ford,1:32.320
6,13,Gunnar Nilsson,Lotus Ford,1:32.370
19,14,Vittorio Brambilla,Surtees Ford,1:32.400
16,15,Riccardo Patrese,Shadow Ford,1:32.520
26,16,Jacques Laffite,Ligier Matra,1:32.650
22,17,Jacky Ickx,Ensign Ford,1:33.250
28,18,Emerson Fittipaldi,Fittipaldi Ford,1:33.390
18,19,Hans Binder,Surtees Ford,1:33.490
24,20,Rupert Keegan,Hesketh Ford,1:33.780
