,Position,Driver,Car,Time
6,1,Jochen Rindt,Brabham Climax,1:33.800
9,2,Chris Amon,Ferrari,1:33.800
12,3,Jo Siffert,Cooper Maserati,1:34.500
11,4,Dan Gurney,McLaren Ford,1:34.500
3,5,Graham Hill,Lotus Ford,1:34.800
1,6,Denny Hulme,McLaren Ford,1:34.900
8,7,John Surtees,Honda,1:34.900
2,8,Bruce McLaren,McLaren Ford,1:35.000
4,9,Jackie Oliver,Lotus Ford,1:35.200
5,10,Jack Brabham,Brabham Climax,1:35.400
14,11,Jackie Stewart,Matra Ford,1:35.400
16,12,Pedro Rodriguez,BRM,1:35.700
15,13,Johnny  Servoz-Gavin ,Matra Ford,1:36.600
24,14,Piers   Courage,BRM,1:37.300
18,15,Jean-Pierre Beltoise,Matra Ford,1:38.700
21,16,Vic  Elford ,Cooper BRM,1:39.400
22,17,Jo Bonnier,Honda,1:39.600
20,18,Lucien Bianchi,Cooper BRM,1:40.500
19,19,Henri Pescarolo,Matra Ford,1:41.200
27,20,Bill   Brack,Lotus Ford,1:41.200
