,Position,Driver,Car,Time
30,1,Philippe Alliot,Lola Lamborghini,1:26.623
1,1,Ayrton Senna,McLaren Honda,1:23.720
28,2,Gerhard Berger,Ferrari,1:24.734
29,2,Michele Alboreto,Lola Lamborghini,1:27.829
27,3,Nigel Mansell,Ferrari,1:24.739
17,3,Nicola Larini,Osella Ford,1:27.980
37,4,Bertrand Gachot,Onyx Ford,1:28.344
2,4,Alain Prost,McLaren Honda,1:25.510
36,5,Stefan Johansson,Onyx Ford,1:28.588
6,5,Riccardo Patrese,Williams Renault,1:25.545
5,6,Thierry Boutsen,Williams Renault,1:26.155
40,6,Gabriele Tarquini,AGS Ford,1:28.813
31,7,Roberto Moreno,Coloni Ford,1:28.864
18,8,Piercarlo Ghinzani,Osella Ford,1:28.884
19,8,Alessandro Nannini,Benetton Ford,1:27.052
20,9,Emanuele Pirro,Benetton Ford,1:27.397
34,9,Bernd Schneider,Zakspeed Yamaha,1:29.472
35,10,Aguri Suzuki,Zakspeed Yamaha,1:30.085
4,10,Jean Alesi,Tyrrell Ford,1:27.399
11,11,Nelson Piquet,Lotus Judd,1:27.508
33,11,Oscar Larrauri,Euro Brun Judd,1:30.089
41,12,Yannick Dalmas,AGS Ford,1:30.382
7,12,Martin Brundle,Brabham Judd,1:27.627
32,13,Enrico Bertaggia,Coloni Ford,1:31.606
3,14,Jonathan  Palmer,Tyrrell Ford,1:27.822
23,15,Pierluigi Martini,Minardi Ford,1:27.923
9,16,Derek Warwick,Arrows Ford,1:28.092
22,17,Andrea de Cesaris,Dallara Ford,1:28.129
16,18,Ivan Capelli,March Judd,1:28.430
12,19,Satoru Nakajima,Lotus Judd,1:28.441
21,20,Alex Caffi,Dallara Ford,1:28.596
26,21,Olivier Grouillard,Ligier Ford,1:28.669
25,23,Rene Arnoux,Ligier Ford,1:28.685
15,25,Mauricio Gugelmin,March Judd,1:28.923
24,26,Luis Perez-Sala,Minardi Ford,1:29.293
10,27,Eddie  Cheever,Arrows Ford,1:29.554
38,28,Christian Danner,Rial Ford,1:31.830
39,29,Pierre Henri Raphanel,Rial Ford,1:36.295
