,Position,Driver,Car,Time / Gap
1,1,Ayrton Senna,McLaren Honda,1:26.243
27,2,Nigel Mansell,Ferrari,+0.982s
19,3,Alessandro Nannini,Benetton Ford,+1.048s
2,4,Alain Prost,McLaren Honda,+1.201s
5,5,Thierry Boutsen,Williams Renault,+1.534s
30,6,Philippe Alliot,Lola Lamborghini,+1.936s
7,7,Martin Brundle,Brabham Judd,+2.214s
11,8,Nelson Piquet,Lotus Judd,+2.459s
16,9,Ivan Capelli,March Judd,+2.495s
29,10,Michele Alboreto,Lola Lamborghini,+2.576s
4,11,Jean Alesi,Tyrrell Ford,+2.604s
6,12,Riccardo Patrese,Williams Renault,+2.776s
3,13,Jonathan  Palmer,Tyrrell Ford,+2.840s
23,14,Pierluigi Martini,Minardi Ford,+2.888s
10,15,Eddie  Cheever,Arrows Ford,+3.091s
8,16,Stefano Modena,Brabham Judd,+3.104s
26,17,Olivier Grouillard,Ligier Ford,+3.221s
9,18,Derek Warwick,Arrows Ford,+3.301s
17,19,Nicola Larini,Osella Ford,+3.492s
15,20,Mauricio Gugelmin,March Judd,+3.759s
22,21,Andrea de Cesaris,Dallara Ford,+3.810s
12,22,Satoru Nakajima,Lotus Judd,+3.860s
37,23,Bertrand Gachot,Onyx Ford,+4.093s
20,24,Emanuele Pirro,Benetton Ford,+4.174s
25,25,Rene Arnoux,Ligier Ford,+5.196s
21,26,Alex Caffi,Dallara Ford,+5.574s
38,27,Christian Danner,Rial Ford,+6.989s
28,28,Gerhard Berger,Ferrari,+12.178s
39,29,Pierre Henri Raphanel,Rial Ford,+14.119s
24,30,Luis Perez-Sala,Minardi Ford,+18.635s
