,Position,Driver,Car,Time / Gap
4,1,Jean Alesi,Tyrrell Ford,1:22.730
27,2,Ayrton Senna,McLaren Honda,+0.384s
28,3,Gerhard Berger,McLaren Honda,+0.824s
2,4,Nigel Mansell,Ferrari,+1.363s
6,5,Riccardo Patrese,Williams Renault,+1.783s
23,6,Pierluigi Martini,Minardi Ford,+2.134s
11,7,Derek Warwick,Lotus Lamborghini,+2.154s
5,8,Thierry Boutsen,Williams Renault,+2.269s
8,9,Stefano Modena,Brabham Judd,+2.307s
12,10,Martin Donnelly,Lotus Lamborghini,+2.326s
1,11,Alain Prost,Ferrari,+2.343s
20,12,Nelson Piquet,Benetton Ford,+2.760s
3,13,Satoru Nakajima,Tyrrell Ford,+2.773s
29,14,Eric Bernard,Lola Lamborghini,+2.975s
24,15,Paolo Barilla,Minardi Ford,+3.188s
21,16,Emanuele Pirro,Dallara Ford,+3.194s
22,17,Andrea de Cesaris,Dallara Ford,+3.274s
33,18,Roberto Moreno,Euro Brun Judd,+3.314s
19,19,Alessandro Nannini,Benetton Ford,+3.502s
30,20,Aguri Suzuki,Lola Lamborghini,+3.596s
25,21,Nicola Larini,Ligier Ford,+3.789s
10,22,Alex Caffi,Arrows Ford,+3.965s
26,23,Philippe Alliot,Ligier Ford,+4.331s
14,24,Olivier Grouillard,Osella Ford,+4.676s
9,25,Michele Alboreto,Arrows Ford,+4.874s
35,26,Gregor Foitek,Onyx Ford,+4.923s
15,27,Mauricio Gugelmin,Leyton House Judd,+5.120s
16,28,Ivan Capelli,Leyton House Judd,+5.822s
36,29,Jyrki Jarvilehto,Onyx Ford,+6.086s
7,30,David Brabham,Brabham Judd,+6.139s
