,Position,Driver,Car,Time
7,1,David Coulthard,McLaren Mercedes,1:18.213
8,2,Mika Hakkinen,McLaren Mercedes,1:18.282
3,3,Michael Schumacher,Ferrari,1:18.497
5,4,Giancarlo Fisichella,Benetton Playlife,1:18.826
10,5,Ralf Schumacher,Jordan Mugen Honda,1:19.242
1,6,Jacques Villeneuve,Williams Mecachrome,1:19.588
2,7,Heinz-Harald Frentzen,Williams Mecachrome,1:19.614
4,8,Eddie Irvine,Ferrari,1:19.616
14,9,Jean Alesi,Sauber Petronas,1:19.693
9,10,Damon Hill,Jordan Mugen Honda,1:19.717
6,11,Alexander Wurz,Benetton Playlife,1:19.765
15,12,Johnny Herbert,Sauber Petronas,1:19.845
18,13,Rubens Barrichello,Stewart Ford,1:19.953
12,14,Jarno Trulli,Prost Peugeot,1:20.188
11,15,Olivier Panis,Prost Peugeot,1:20.303
21,16,Toranosuke Takagi,Tyrrell Ford,1:20.328
17,17,Mika Salo,Arrows,1:20.536
22,18,Shinji Nakano,Minardi Ford,1:21.230
16,19,Pedro Diniz,Arrows,1:21.301
19,20,Jan Magnussen,Stewart Ford,1:21.629
23,21,Esteban Tuero,Minardi Ford,1:21.822
20,22,Ricardo Rosset,Tyrrell Ford,1:21.824
