,Position,Driver,Car,Time
5,1,Fernando Alonso,Renault,1:11.988
10,2,Juan Pablo Montoya,McLaren Mercedes,1:12.145
6,3,Giancarlo Fisichella,Renault,1:12.558
3,4,Jenson Button,BAR Honda,1:12.696
9,5,Kimi Räikkönen,McLaren Mercedes,1:12.781
15,6,Christian Klien,RBR Cosworth,1:12.889
1,7,Michael Schumacher,Ferrari,1:12.976
12,8,Felipe Massa,Sauber Petronas,1:13.151
2,9,Rubens Barrichello,Ferrari,1:13.183
17,10,Ralf Schumacher,Toyota,1:13.285
18,11,Tiago Monteiro,Jordan Toyota,1:13.387
7,12,Mark Webber,Williams BMW,1:13.538
8,13,Antonio Pizzonia,Williams BMW,1:13.581
14,14,David Coulthard,RBR Cosworth,1:13.844
19,15,Narain Karthikeyan,Jordan Toyota,1:14.520
21,16,Christijan Albers,Minardi Cosworth,1:14.763
16,17,Jarno Trulli,Toyota,1:13.041
20,18,Robert Doornbos,Minardi Cosworth,
4,19,Takuma Sato,BAR Honda,
