,Position,Driver,Car,Time
12,1,Ayrton Senna,McLaren Honda,1:53.718
11,2,Alain Prost,McLaren Honda,1:54.128
28,3,Gerhard Berger,Ferrari,1:54.581
27,4,Michele Alboreto,Ferrari,1:55.665
6,5,Riccardo Patrese,Williams Judd,1:57.138
20,6,Thierry Boutsen,Benetton Ford,1:57.455
19,7,Alessandro Nannini,Benetton Ford,1:57.535
2,8,Satoru Nakajima,Lotus Honda,1:57.616
1,9,Nelson Piquet,Lotus Honda,1:57.821
17,10,Derek Warwick,Arrows Megatron,1:57.925
18,11,Eddie  Cheever,Arrows Megatron,1:57.980
5,12,Martin Brundle,Williams Judd,1:58.206
15,13,Mauricio Gugelmin,March Judd,1:58.361
16,14,Ivan Capelli,March Judd,1:59.439
36,15,Alex Caffi,Dallara Ford,1:59.776
30,16,Philippe Alliot,Lola Ford,1:59.906
25,17,Rene Arnoux,Ligier Judd,2:00.037
14,18,Philippe Streiff,AGS Ford,2:00.410
22,19,Andrea de Cesaris,Rial Ford,2:00.521
26,20,Stefan Johansson,Ligier Judd,2:00.857
3,21,Jonathan  Palmer,Tyrrell Ford,2:01.078
31,22,Gabriele Tarquini,Coloni Ford,2:01.359
29,23,Yannick Dalmas,Lola Ford,2:01.467
9,24,Piercarlo Ghinzani,Zakspeed,2:01.899
10,25,Bernd Schneider,Zakspeed,2:01.938
21,26,Nicola Larini,Osella,2:02.029
