,Position,Driver,Car,Time
1,1,Fernando Alonso,Renault,1:14.942
2,2,Giancarlo Fisichella,Renault,1:15.178
3,3,Kimi Räikkönen,McLaren Mercedes,1:15.386
8,4,Jarno Trulli,Toyota,1:15.968
5,5,Michael Schumacher,Ferrari,1:15.986
10,6,Nico Rosberg,Williams Cosworth,1:16.012
4,7,Juan Pablo Montoya,McLaren Mercedes,1:16.228
12,8,Jenson Button,Honda,1:16.608
11,9,Rubens Barrichello,Honda,1:16.912
6,10,Felipe Massa,Ferrari,1:17.209
17,11,Jacques Villeneuve,Sauber BMW,1:15.832
15,12,Christian Klien,RBR Ferrari,1:15.833
16,13,Nick Heidfeld,Sauber BMW,1:15.885
7,14,Ralf Schumacher,Toyota,1:15.888
20,15,Vitantonio Liuzzi,STR Cosworth,1:16.116
9,16,Mark Webber,Williams Cosworth,1:16.985
21,17,Scott Speed,STR Cosworth,1:17.016
18,18,Tiago Monteiro,MF1 Toyota,1:17.121
19,19,Christijan Albers,MF1 Toyota,1:17.140
22,20,Takuma Sato,Super Aguri Honda,1:19.088
23,21,Franck Montagny,Super Aguri Honda,1:19.152
14,22,David Coulthard,RBR Ferrari,1:16.301
