,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:34.870
3,2,Lewis Hamilton,McLaren Mercedes,1:34.974
2,3,Mark Webber,Red Bull Racing Renault,1:35.179
4,4,Jenson Button,McLaren Mercedes,1:35.200
5,5,Fernando Alonso,Ferrari,1:35.802
9,6,Nick Heidfeld,Renault,1:36.124
6,7,Felipe Massa,Ferrari,1:36.251
10,8,Vitaly Petrov,Renault,1:36.324
8,9,Nico Rosberg,Mercedes,1:36.809
16,10,Kamui Kobayashi,Sauber Ferrari,1:36.820
7,11,Michael Schumacher,Mercedes,1:37.035
18,12,Sebastien Buemi,STR Ferrari,1:37.160
19,13,Jaime Alguersuari,STR Ferrari,1:37.347
15,14,Paul di Resta,Force India Mercedes,1:37.370
11,15,Rubens Barrichello,Williams Cosworth,1:37.496
17,16,Sergio Perez,Sauber Ferrari,1:37.528
14,17,Adrian Sutil,Force India Mercedes,1:37.593
12,18,Pastor Maldonado,Williams Cosworth,1:38.276
20,19,Heikki Kovalainen,Lotus Renault,1:38.645
21,20,Jarno Trulli,Lotus Renault,1:38.791
24,21,Timo Glock,Virgin Cosworth,1:40.648
25,22,Jerome d'Ambrosio,Virgin Cosworth,1:41.001
23,23,Vitantonio Liuzzi,HRT Cosworth,1:41.549
22,24,Narain Karthikeyan,HRT Cosworth,1:42.574
