,Position,Driver,Car,Time
20,1,Stirling Moss,Lotus Climax,1:39.100
36,2,Richie Ginther,Ferrari,1:39.300
28,3,Jim Clark,Lotus Climax,1:39.600
18,4,Graham Hill,BRM Climax,1:39.600
38,5,Phil Hill,Ferrari,1:39.800
40,6,Wolfgang von Trips,Ferrari,1:39.800
26,7,Bruce McLaren,Cooper Climax,1:39.800
16,8,Tony Brooks,BRM Climax,1:40.100
2,9,Jo Bonnier,Porsche,1:40.300
4,10,Dan Gurney,Porsche,1:40.600
22,11,John Surtees,Cooper Climax,1:41.100
6,12,Hans  Herrmann,Porsche,1:41.100
8,13,Michael  May ,Lotus Climax,1:42.000
32,14,Cliff Allison,Lotus Climax,1:42.300
42,15,Maurice  Trintignant,De Tomaso OSCA,1:42.400
24,16,Jack Brabham,Cooper Climax,1:44.000
