,Position,Driver,Car,Time
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:13.622
6,2,Nico Rosberg,Mercedes,1:13.791
44,3,Lewis Hamilton,Mercedes,1:13.942
5,4,Sebastian Vettel,Ferrari,1:14.552
27,5,Nico Hulkenberg,Force India Mercedes,1:14.726
55,6,Carlos Sainz,Toro Rosso Ferrari,1:14.749
11,7,Sergio Perez,Force India Mercedes,1:14.902
26,8,Daniil Kvyat,Toro Rosso Ferrari,1:15.273
14,9,Fernando Alonso,McLaren Honda,1:15.363
77,10,Valtteri Bottas,Williams Mercedes,1:15.273
7,11,Kimi Räikkönen,Ferrari,1:14.732
21,12,Esteban Gutierrez ,Haas Ferrari,1:15.293
22,13,Jenson Button,McLaren Honda,1:15.352
19,14,Felipe Massa,Williams Mercedes,1:15.385
8,15,Romain Grosjean,Haas Ferrari,1:15.571
20,16,Kevin Magnussen,Renault,1:16.058
9,17,Marcus Ericsson,Sauber Ferrari,1:16.299
30,18,Jolyon Palmer,Renault,1:16.586
88,19,Rio Haryanto,MRT Mercedes,1:17.295
94,20,Pascal Wehrlein,MRT Mercedes,1:17.452
