,Position,Driver,Car,Time
1,1,Fernando Alonso,McLaren Mercedes,1:15.726
2,2,Lewis Hamilton,McLaren Mercedes,1:15.905
5,3,Felipe Massa,Ferrari,1:15.967
3,4,Giancarlo Fisichella,Renault,1:16.285
16,5,Nico Rosberg,Williams Toyota,1:16.439
15,6,Mark Webber,Red Bull Renault,1:16.784
9,7,Nick Heidfeld,Sauber BMW,1:16.832
10,8,Robert Kubica,Sauber BMW,1:16.955
8,9,Rubens Barrichello,Honda,1:17.498
7,10,Jenson Button,Honda,1:17.939
17,11,Alexander Wurz,Williams Toyota,1:16.662
18,12,Vitantonio Liuzzi,STR Ferrari,1:16.703
14,13,David Coulthard,Red Bull Renault,1:16.319
12,14,Jarno Trulli,Toyota,1:16.988
4,15,Heikki Kovalainen,Renault,1:17.125
6,16,Kimi Räikkönen,Ferrari,
23,17,Anthony Davidson,Super Aguri Honda,1:18.250
19,18,Scott Speed,STR Ferrari,1:18.390
20,19,Adrian Sutil,Spyker Ferrari,1:18.418
11,20,Ralf Schumacher,Toyota,1:18.539
22,21,Takuma Sato,Super Aguri Honda,1:18.554
21,22,Christijan Albers,Spyker Ferrari,
