,Position,Driver,Car,Time
6,1,Graham Hill,Lotus Climax,1:05.480
5,2,Jim Clark,Lotus Climax,1:06.070
11,3,Dan Gurney,Eagle Climax,1:06.640
9,4,Chris Amon,Ferrari,1:06.650
1,5,Jack Brabham,Brabham Repco,1:06.730
2,6,Denny Hulme,Brabham Repco,1:07.450
18,7,Moises Solana,Lotus Climax,1:07.880
4,8,Jochen Rindt,Cooper Maserati,1:07.990
14,9,Bruce McLaren,McLaren BRM,1:08.050
7,10,Jackie Stewart,BRM,1:08.090
3,11,John Surtees,Honda,1:08.130
15,12,Jo Siffert,Cooper Maserati,1:08.250
8,13,Mike Spence,BRM,1:09.010
17,14,Chris   Irwin,Lotus BRM,1:09.640
16,15,Jo Bonnier,Cooper Maserati,1:09.780
21,16,Jacky Ickx,Cooper Maserati,1:09.940
19,17,Guy  Ligier ,Cooper Maserati,1:11.320
22,18,Jean-Pierre Beltoise,Matra Ford,1:12.050
