,Position,Driver,Car,Time
1,1,Mika Hakkinen,McLaren Mercedes,1:50.329
2,2,David Coulthard,McLaren Mercedes,1:50.484
8,3,Heinz-Harald Frentzen,Jordan Mugen Honda,1:51.332
7,4,Damon Hill,Jordan Mugen Honda,1:51.372
6,5,Ralf Schumacher,Williams Supertec,1:51.414
4,6,Eddie Irvine,Ferrari,1:51.895
16,7,Rubens Barrichello,Stewart Ford,1:51.974
5,8,Alessandro Zanardi,Williams Supertec,1:52.014
3,9,Mika Salo,Ferrari,1:52.124
17,10,Johnny Herbert,Stewart Ford,1:52.164
22,11,Jacques Villeneuve,BAR Supertec,1:52.235
19,12,Jarno Trulli,Prost Peugeot,1:52.644
9,13,Giancarlo Fisichella,Benetton Playlife,1:52.762
23,14,Ricardo Zonta,BAR Supertec,1:52.840
10,15,Alexander Wurz,Benetton Playlife,1:52.858
11,16,Jean Alesi,Sauber Petronas,1:52.921
18,17,Olivier Panis,Prost Peugeot,1:53.148
12,18,Pedro Diniz,Sauber Petronas,1:53.778
15,19,Toranosuke Takagi,Arrows,1:54.099
20,20,Luca Badoer,Minardi Ford,1:54.197
21,21,Marc Gene,Minardi Ford,1:54.557
14,22,Pedro de la Rosa,Arrows,1:54.579
