,Position,Driver,Car,Time
5,1,Felipe Massa,Ferrari,1:11.931
2,2,Lewis Hamilton,McLaren Mercedes,1:12.082
6,3,Kimi Räikkönen,Ferrari,1:12.322
1,4,Fernando Alonso,McLaren Mercedes,1:12.356
15,5,Mark Webber,Red Bull Renault,1:12.928
9,6,Nick Heidfeld,Sauber BMW,1:13.081
10,7,Robert Kubica,Sauber BMW,1:13.129
12,8,Jarno Trulli,Toyota,1:13.195
14,9,David Coulthard,Red Bull Renault,1:13.272
16,10,Nico Rosberg,Williams Toyota,1:13.477
8,11,Rubens Barrichello,Honda,1:12.932
3,12,Giancarlo Fisichella,Renault,1:12.968
19,13,Sebastian Vettel,STR Ferrari,1:13.058
18,14,Vitantonio Liuzzi,STR Ferrari,1:13.251
11,15,Ralf Schumacher,Toyota,1:13.315
7,16,Jenson Button,Honda,1:13.469
4,17,Heikki Kovalainen,Renault,1:14.078
22,18,Takuma Sato,Super Aguri Honda,1:14.098
17,19,Kazuki Nakajima,Williams Toyota,1:14.417
23,20,Anthony Davidson,Super Aguri Honda,1:14.596
20,21,Adrian Sutil,Spyker Ferrari,1:15.217
21,22,Sakon Yamamoto,Spyker Ferrari,1:15.487
