,Position,Driver,Car,Time
22,1,Jenson Button,Brawn Mercedes,1:35.181
9,2,Jarno Trulli,Toyota,1:35.273
10,3,Timo Glock,Toyota,1:35.690
16,4,Nico Rosberg,Williams Toyota,1:35.750
14,5,Mark Webber,RBR Renault,1:35.797
5,6,Robert Kubica,Sauber BMW,1:36.106
4,7,Kimi Räikkönen,Ferrari,1:36.170
23,8,Rubens Barrichello,Brawn Mercedes,1:35.651
7,9,Fernando Alonso,Renault,1:37.659
6,10,Nick Heidfeld,Sauber BMW,1:34.769
17,11,Kazuki Nakajima,Williams Toyota,1:34.788
1,12,Lewis Hamilton,McLaren Mercedes,1:34.905
15,13,Sebastian Vettel,RBR Renault,1:35.518
2,14,Heikki Kovalainen,McLaren Mercedes,1:34.924
11,15,Sebastien Bourdais,STR Ferrari,1:35.431
3,16,Felipe Massa,Ferrari,1:35.642
8,17,Nelson Piquet,Renault,1:35.708
21,18,Giancarlo Fisichella,Force India Mercedes,1:35.908
20,19,Adrian Sutil,Force India Mercedes,1:35.951
12,20,Sebastien Buemi,STR Ferrari,1:36.107
