,Position,Driver,Car,Time
16,1,Jo Siffert,Cooper Maserati,1:45.220
6,2,Chris Amon,Ferrari,1:45.620
10,3,Graham Hill,Lotus Ford,1:46.010
1,4,Denny Hulme,McLaren Ford,1:46.040
14,5,Dan Gurney,McLaren Ford,1:46.290
5,6,John Surtees,Honda,1:46.490
15,7,Jackie Stewart,Matra Ford,1:46.690
3,8,Jack Brabham,Brabham Climax,1:46.800
2,9,Bruce McLaren,McLaren Ford,1:47.000
4,10,Jochen Rindt,Brabham Climax,1:47.070
12,11,Moises Solana,Lotus Ford,1:47.670
8,12,Pedro Rodriguez,BRM,1:47.800
21,13,Jean-Pierre Beltoise,Matra Ford,1:48.380
11,14,Jackie Oliver,Lotus Ford,1:48.440
7,15,Jacky Ickx,Ferrari,1:49.240
23,16,Johnny  Servoz-Gavin ,Matra Ford,1:49.270
18,17,Vic  Elford ,Cooper BRM,1:49.480
17,18,Jo Bonnier,Honda,1:49.960
22,19,Piers   Courage,BRM,1:50.280
9,20,Henri Pescarolo,Matra Ford,1:50.430
19,21,Lucien Bianchi,Cooper BRM,1:50.570
